12f852d2-17b9-4133-bbd3-47be6e6adf9c;( - );( C );no peaks found;<0;no peaks found;<0;
6979dfb6-098c-498c-bd44-f341a06229fb;( - );( C );not reliable identification;1.41;not reliable identification;1.4;
69b15d20-8dce-4e23-95d1-530e4345556d;( ++ );( A );Propionibacterium acnes;2.26;Propionibacterium acnes;2.26;
6a9d7082-3f95-494c-a6db-a266ecec6cf1;( +++ );( A );Propionibacterium acnes;2.31;Propionibacterium acnes;2.22;
704b8582-c62d-4c27-ba46-74a36e21b528;( ++ );( A );Propionibacterium acnes;2.18;Propionibacterium acnes;2.18;
7642a6e9-ec8c-45b2-8831-d8f2709b88ec;( ++ );( A );Haemophilus parainfluenzae;2.02;Haemophilus parainfluenzae;1.86;
76584da7-0dc1-4799-a64f-6944e0eb240d;( ++ );( A );Corynebacterium tuberculostearicum;2.12;Corynebacterium tuberculostearicum;1.85;
78bcb029-bc12-4729-a064-4776aeec1343;( +++ );( A );Propionibacterium avidum;2.3;Propionibacterium avidum;1.9;
80f59f78-ad15-49e8-81aa-68ef6f08a720;( ++ );( A );Propionibacterium acnes;2.06;Propionibacterium acnes;1.91;
8c910c9d-c1f4-42fa-b91e-8f889cbd4d44;( - );( C );not reliable identification;1.47;not reliable identification;1.37;
8f27f14a-b90c-412f-b51d-a334769e35a6;( +++ );( B );Lactobacillus gasseri;2.49;Lactobacillus gasseri;2.47;
922fbeed-eff6-4786-af29-0bcf25509ff6;( - );( C );not reliable identification;1.25;not reliable identification;1.25;
976506d0-dacf-4739-b5ad-92d4e7943154;( + );( B );Propionibacterium acnes;1.92;Propionibacterium acnes;1.79;
a44fe30d-6560-4b3b-b613-94d3f267ab38;( + );( B );Propionibacterium acnes;1.86;Propionibacterium acnes;1.81;
aa0d0d57-ea13-4f28-bdcf-4d573f9efa6f;( ++ );( A );Staphylococcus epidermidis;2.1;Staphylococcus epidermidis;2.04;
abff4bdf-7446-4237-b6fe-186faebf9374;( ++ );( A );Staphylococcus epidermidis;2.24;Staphylococcus epidermidis;1.96;
af03a94d-7ff0-4ff6-8aca-f85339bfe125;( ++ );( A );Staphylococcus aureus;2.03;Staphylococcus aureus;1.99;
b0792a5a-63ee-48c9-9044-8ee49ff141f4;( + );( B );Prevotella disiens;1.93;Prevotella disiens;1.92;
b17166f2-d1b2-457e-8bb7-299c4d041659;( +++ );( A );Staphylococcus epidermidis;2.31;Staphylococcus epidermidis;2.13;
bfe8be49-b959-439b-9e63-2209c6a47f18;( ++ );( A );Gardnerella vaginalis;2.14;Gardnerella vaginalis;2.01;
ca84af3d-e113-4473-9190-f0b6ffa91989;( ++ );( A );Anaerococcus octavius;2.13;Anaerococcus octavius;2.07;
cda34138-d811-4fb3-8813-956c05db41c9;( - );( C );not reliable identification;1.31;not reliable identification;1.26;
d4638522-34ce-4f5f-8d54-dadf99f36fd1;( ++ );( A );Gardnerella vaginalis;2.28;Gardnerella vaginalis;2.27;
db14455b-f5ac-4f68-9592-f0506c525fc4;( +++ );( A );Propionibacterium acnes;2.48;Propionibacterium acnes;2.32;
e64511da-00b7-44c0-9864-273e0027cde2;( +++ );( A );Propionibacterium acnes;2.38;Propionibacterium acnes;2.36;
e681dc00-9437-4dce-8cf7-3fd65f62031a;( +++ );( A );Propionibacterium acnes;2.55;Propionibacterium acnes;2.35;
ee0bb52f-df42-4960-b363-61c3416cbb8c;( +++ );( A );Propionibacterium acnes;2.3;Propionibacterium acnes;2.21;
ee2d256e-d08e-416c-9d7e-91c32b2e73bc;( +++ );( A );Propionibacterium acnes;2.35;Propionibacterium acnes;2.13;
fdb0b29c-1100-4186-9b6c-79a4df1ffc3e;( ++ );( A );Propionibacterium acnes;2.25;Propionibacterium acnes;2.17;
0ab45209-eeeb-4131-b5d0-6087bad66eae;( +++ );( A );Pseudomonas aeruginosa;2.43;Pseudomonas aeruginosa;2.38;
0ca6556e-baec-4e4b-bac7-9843dd36ea1a;( +++ );( A );Staphylococcus aureus;2.41;Staphylococcus aureus;2.4;
17053484-ce1f-4933-85ea-a52d34cc566e;( +++ );( A );Pseudomonas aeruginosa;2.53;Pseudomonas aeruginosa;2.51;
711ddaae-f4f4-4499-9213-544d4efc2c61;( +++ );( C );Enterobacter aerogenes;2.42;Enterobacter aerogenes;2.4;
80dcf631-098d-4ac5-9aa0-cc0b70284dd7;( +++ );( C );Enterobacter aerogenes;2.4;Enterobacter aerogenes;2.37;
9e5458f4-6111-4be4-b5e9-6a02b5afa457;( +++ );( A );Staphylococcus aureus;2.43;Staphylococcus aureus;2.41;
f6890f5a-1690-4dfe-9cb0-e9cbd4c07881;( - );( C );no peaks found;<0;no peaks found;<0;
0abe2548-df0b-4ff1-a1b5-52bb1887fd1b;( +++ );( A );Escherichia coli;2.39;Escherichia coli;2.37;
39f8ab60-15c9-4346-a885-e10a565cc1aa;( +++ );( B );Streptococcus pyogenes;2.47;Streptococcus pyogenes;2.46;
3b7ad5f3-85f6-42ab-a6bc-ccb956adaf20;( +++ );( A );Escherichia coli;2.5;Escherichia coli;2.49;
52cc85da-924a-4a24-bfde-caa8241bfe61;( +++ );( A );Enterococcus faecium;2.47;Enterococcus faecium;2.41;
54cfb8cd-b7b1-4604-b71f-9aaac7a9e2bd;( +++ );( C );MIX!Gardnerella vaginalis;2.66;Gardnerella vaginalis;2.62;
9e22c4ca-9580-4d9e-a54b-fd3b13d92ce7;( +++ );( A );MIX!Gardnerella vaginalis;2.57;Gardnerella vaginalis;2.24;
bd1e31a7-3961-4049-a094-208ce81613f0;( +++ );( B );Streptococcus dysgalactiae;2.52;Streptococcus dysgalactiae;2.41;
d01d89cf-168a-428a-b340-fcfdc9328fcb;( +++ );( A );Lactobacillus iners;2.38;not reliable identification;1.44;
e21bc422-f6be-4296-b637-441acff6cbc8;( +++ );( A );Gardnerella vaginalis;2.34;Gardnerella vaginalis;2.27;
f34bbda0-3cac-4838-a66f-788201ef6ceb;( +++ );( A );Streptococcus agalactiae;2.35;Streptococcus agalactiae;2.35;
02315b03-3832-481d-a47a-0e00ef98e843;( - );( C );not reliable identification;1.3;not reliable identification;1.19;
abe9305a-d20a-422f-801b-0c37d3b3660d;( - );( C );not reliable identification;1.51;not reliable identification;1.13;
c7c283b7-d276-4941-8240-ed4fec565cbc;( + );( B );Streptococcus mitis;1.71;not reliable identification;1.68;
e497e064-ddb2-4bf8-b2a5-a204e9310ed9;( - );( C );not reliable identification;1.27;not reliable identification;1.27;
025fdde0-f71c-45a5-b976-cdcb6aa240e7;( +++ );( B );Enterobacter cloacae;2.41;Enterobacter cloacae;2.35;
0521e5f8-ff8f-4ff5-a15e-1d45d25d543e;( +++ );( B );Gardnerella vaginalis;2.3;Gardnerella sp;2.07;
0b10f25c-606f-428a-bfb4-59172dac30f4;( ++ );( B );Streptococcus oralis;2.19;Streptococcus mitis;2.18;
0bb619db-03d2-4166-a4e4-9c5de78c95fa;( ++ );( A );Gardnerella vaginalis;2.06;Gardnerella vaginalis;1.93;
167f3021-e31a-4348-b852-3552bc676f3c;( ++ );( A );Staphylococcus epidermidis;2.11;Staphylococcus epidermidis;2.09;
173eafe4-a870-4525-80e7-2082ee6648fc;( ++ );( A );Gardnerella vaginalis;2.1;Gardnerella vaginalis;1.94;
19eb398c-89eb-4b4e-9356-70ae997903da;( - );( C );not reliable identification;1.41;not reliable identification;1.34;
1bb279cf-1d3d-4d65-82b2-e915a2a69542;( ++ );( A );Escherichia coli;2.29;Escherichia coli;2.25;
1ed3f6ff-aea0-49eb-9905-a319384319d0;( +++ );( A );Proteus mirabilis;2.37;Proteus mirabilis;2.28;
1f4263c5-bc19-403a-a6a0-b9b5fd50f640;( +++ );( A );Streptococcus anginosus;2.43;Streptococcus anginosus;2.34;
22e9348e-0b95-4111-9512-18368c6881fc;( +++ );( A );Proteus mirabilis;2.37;Proteus mirabilis;2.27;
287b14e9-60f6-4063-a846-9633d06f6ddc;( ++ );( A );Candida glabrata;2.2;Candida glabrata;2.12;
2b191df6-88d1-4905-835a-5086d5fc07de;( + );( B );Gardnerella vaginalis;1.98;Gardnerella vaginalis;1.88;
2bbf97b6-676d-44b8-ba2b-b77bfebec5df;( - );( C );not reliable identification;1.32;not reliable identification;1.3;
340da050-5666-42d9-a700-16054ed96ecb;( +++ );( B );Klebsiella pneumoniae;2.4;Klebsiella pneumoniae;2.36;
3488d072-be33-41b2-a739-5eceb10be881;( +++ );( A );Escherichia coli;2.42;Escherichia coli;2.36;
39e7cd69-2e06-48e5-8250-5615ed795900;( +++ );( A );Escherichia coli;2.44;Escherichia coli;2.36;
3df0db9f-fd9f-43c1-9b74-cf0170b36ea0;( ++ );( A );Lactobacillus jensenii;2.21;Lactobacillus jensenii;1.91;
3fbfcaa6-6986-4fe4-826e-9d32d9d75bc2;( ++ );( A );Gardnerella vaginalis;2.16;Gardnerella vaginalis;2.1;
50264d4e-7f38-4fa3-9698-0f6ab63db7e6;( +++ );( A );Streptococcus anginosus;2.49;Streptococcus anginosus;2.36;
5bfa9f3e-31bb-4743-aae3-e49b7c60f7d8;( +++ );( A );Escherichia coli;2.43;Escherichia coli;2.4;
64084ddd-78c4-4345-91ba-f0de9a18d854;( +++ );( A );Streptococcus anginosus;2.37;Streptococcus anginosus;2.29;
644a5757-ffb5-45e6-938f-284fcf70c7ab;( +++ );( A );Enterococcus faecalis;2.31;Enterococcus faecalis;2.31;
65235c8d-c2e4-415c-bb63-f60742f6122b;( ++ );( A );Lactobacillus crispatus;2.07;Lactobacillus crispatus;1.84;
655cf2f3-3210-48ea-9e7f-1a0ee648b442;( ++ );( A );Candida albicans;2;Candida albicans;1.99;
6b82b597-258b-4cd6-85a8-63f7066274db;( ++ );( A );Staphylococcus epidermidis;2.2;Staphylococcus epidermidis;2.16;
6d4c55ce-5374-4cdf-9f99-17ea55e65fa8;( +++ );( A );Lactobacillus delbrueckii;2.47;Lactobacillus delbrueckii;2.47;
6f1da651-1978-48a5-8221-38e1edc16e6e;( +++ );( B );Enterobacter cloacae;2.54;Enterobacter cloacae;2.42;
7e00dddd-2a36-4993-af7a-d951089590c2;( ++ );( A );Lactobacillus jensenii;2.28;Lactobacillus jensenii;2.02;
84880af2-37c8-4c78-af38-73ddb5191c75;( + );( B );Actinomyces turicensis;1.76;not reliable identification;1.69;
8bdb1ef3-b0c9-4c0f-b190-a831b7159c20;( +++ );( A );Citrobacter koseri;2.53;Citrobacter koseri;2.47;
912daba8-3947-46dd-ab31-19b1b8722807;( +++ );( A );Gardnerella vaginalis;2.51;Gardnerella vaginalis;2.46;
9c5ee5de-24f1-4f43-8dc8-75dab8183ef2;( +++ );( A );Enterococcus faecium;2.56;Enterococcus faecium;2.37;
9eb49e82-66da-4d77-ba01-722665c304e3;( +++ );( A );Escherichia coli;2.46;Escherichia coli;2.41;
9f85cc28-a09d-4be4-96b8-60ba0a51ef23;( ++ );( A );Candida tropicalis;2.22;Candida tropicalis;2.14;
9fb47ab7-5891-46d5-af06-5ac776c76a42;( ++ );( A );Aerococcus urinae;2.22;Aerococcus urinae;2.18;
a0dcbdb3-56bd-42e9-a3f3-cba40cf5c4ac;( +++ );( A );Escherichia coli;2.39;Escherichia coli;2.36;
a140cff3-996c-4da3-8f34-5b919b4766fc;( +++ );( A );Streptococcus anginosus;2.44;Streptococcus anginosus;2.3;
b296d9c2-0672-4da1-97a0-49da25c2021b;( +++ );( A );Escherichia coli;2.44;Escherichia coli;2.38;
b31cf55e-d938-4c1d-bc25-556883296ecf;( +++ );( A );Actinomyces turicensis;2.43;Actinomyces turicensis;2.39;
bcfedb9d-fbbe-4668-b26f-1f13c9c9bf50;( +++ );( A );Escherichia coli;2.38;Escherichia coli;2.34;
bf83b41e-35de-479b-8f18-f5074bc31c3f;( +++ );( A );Candida glabrata;2.38;Candida glabrata;2.08;
c0673753-3843-4461-b21a-742a02276743;( - );( C );not reliable identification;1.3;not reliable identification;1.29;
c2a3316e-77c8-4a2b-a5d7-1f5b33e45f6d;( +++ );( A );Enterococcus faecalis;2.37;Enterococcus faecalis;2.35;
c7924ad6-20ab-4a50-a8ec-ce13a624dc30;( +++ );( A );Enterococcus faecalis;2.34;Enterococcus faecalis;2.21;
ccb98f4d-89f1-48a0-a973-5384f1cd7571;( ++ );( A );Lactobacillus jensenii;2.15;Lactobacillus jensenii;2.1;
ce4f93f8-e04e-49f0-81e9-bbb6a880a20b;( +++ );( A );Escherichia coli;2.43;Escherichia coli;2.37;
e775e2c6-fb1d-4f7c-a051-dd57ec0f27cd;( +++ );( A );Lactobacillus delbrueckii;2.33;Lactobacillus delbrueckii;2.32;
eb7db976-24cb-4b76-a060-d7a498c03747;( +++ );( A );Providencia rettgeri;2.44;Providencia rettgeri;2.38;
edce2807-da69-4af4-8ebf-00da1d4e06a2;( - );( C );not reliable identification;1.6;not reliable identification;1.56;
f143af44-b4fe-4cae-9562-7c30f139084f;( +++ );( B );Enterobacter cloacae;2.54;Enterobacter cloacae;2.37;
fca89646-84f9-401d-949f-3598ef5e6aff;( +++ );( B );Enterobacter cloacae;2.38;Enterobacter cloacae;2.19;
ffb3d3a6-e0e8-486f-80e4-73f21c01f766;( +++ );( A );Escherichia coli;2.43;Escherichia coli;2.41;
356efb90-ab59-44ac-bc86-1a75f31e9e11;( ++ );( A );Propionibacterium acnes;2.12;Propionibacterium acnes;2.07;
48904983-7f21-4bf2-ae41-cd25f1ab78e0;( + );( B );Atopobium rimae;1.87;not reliable identification;1.38;
5b6262f3-79a5-40f1-b82d-352bdd4c75d9;( + );( B );Prevotella melaninogenica;1.93;Prevotella melaninogenica;1.79;
5e2ed06c-d87f-496c-81f7-e0d2b272f13e;( ++ );( B );Corynebacterium simulans;2.18;Corynebacterium simulans;2.18;
6107450a-0f4f-4a37-9c7e-5d34ba1f52ec;( ++ );( A );Propionibacterium acnes;2.14;Propionibacterium acnes;2.07;
94429a54-7584-422c-b16c-0f000dbe46e7;( + );( B );Prevotella melaninogenica;1.93;Prevotella melaninogenica;1.84;
982f92c2-e8f5-4397-a46e-4f00b8a6805b;( - );( C );not reliable identification;1.48;not reliable identification;1.06;
9f17b612-cd60-471c-8f44-54601d889fc5;( ++ );( A );Prevotella pallens;2.08;Prevotella pallens;2.04;
9fdf8e3e-3c54-46ac-8994-75059c00cf6b;( ++ );( A );Propionibacterium acnes;2.23;Propionibacterium acnes;2.2;
bd908975-0579-458b-aab1-f03d2bbe5db3;( ++ );( A );MIX!Prevotella melaninogenica;2.28;Prevotella melaninogenica;1.81;
f2cbbfea-d5e0-47fa-9b24-14d75ee4b8b8;( + );( B );Prevotella melaninogenica;1.9;Prevotella melaninogenica;1.81;
053ce054-acdf-40a6-8409-54d537e39d9f;( +++ );( A );MIX!Escherichia coli;2.66;Escherichia coli;2.63;
07fae88f-77d8-4d6a-a061-4dceaf6cc482;( ++ );( A );Lactobacillus gasseri;2.19;Lactobacillus gasseri;2.11;
0b780513-0ea9-4a89-8839-bc113a495260;( ++ );( A );Lactobacillus crispatus;2.17;Lactobacillus crispatus;1.91;
10cf17da-be7f-4c28-9a71-667db742e33c;( +++ );( A );Escherichia coli;2.51;Escherichia coli;2.5;
1e49ae3f-2512-40a2-8635-863ed4726384;( +++ );( B );Lactobacillus gasseri;2.48;Lactobacillus gasseri;2.41;
20a4df59-696b-40f2-918f-68ad1a7215e9;( ++ );( A );Staphylococcus epidermidis;2.03;Staphylococcus epidermidis;2;
2427d5d2-f24d-494f-a3de-41b8dc70b6ca;( ++ );( A );Staphylococcus epidermidis;2.24;Staphylococcus epidermidis;2.08;
2a88a22b-ff66-4114-a926-504dbd8364c9;( +++ );( A );Escherichia coli;2.48;Escherichia coli;2.37;
42652020-af55-4fa4-b302-14857b1f4563;( +++ );( B );Lactobacillus gasseri;2.3;Lactobacillus gasseri;2.28;
44087c8e-2c44-4066-accb-32be2cd5fce0;( ++ );( A );Lactobacillus iners;2.19;not reliable identification;1.48;
4a825008-6dd0-45a1-b56e-e1efe4d2aa32;( ++ );( A );Candida albicans;2.07;Candida albicans;2.05;
4c87adf5-3998-415b-8f15-e7ef0de2f50c;( ++ );( A );Staphylococcus epidermidis;2.21;Staphylococcus epidermidis;2.19;
4d3d869f-8c9b-41f3-8bb6-b6317829c74d;( +++ );( A );MIX!Lactobacillus crispatus;2.32;Lactobacillus crispatus;2.07;
4e681d39-b174-45c2-b2be-cffc53ee5cf2;( - );( C );no peaks found;<0;no peaks found;<0;
4efef352-7151-48bf-88bb-c61879bb2f46;( +++ );( A );Enterococcus faecalis;2.48;Enterococcus faecalis;2.42;
6644f07c-3b0a-41a9-84ff-632abe041901;( +++ );( A );Aerococcus urinae;2.31;Aerococcus urinae;2.19;
79ff247c-3cc5-40d8-a421-9b04fc705ba9;( ++ );( A );Staphylococcus epidermidis;2.19;Staphylococcus epidermidis;2.15;
83b5c175-0209-4286-85ca-a1880eda8ac2;( +++ );( A );Enterococcus faecium;2.55;Enterococcus faecium;2.42;
85abfe82-1fde-4a03-a718-270176b0219c;( ++ );( A );Lactobacillus iners;2.04;not reliable identification;1.52;
95d5d307-3064-4de6-96ec-7443c404f86a;( +++ );( A );Escherichia coli;2.39;Escherichia coli;2.38;
a51ffdf2-bac0-4ddb-85cc-3fc558bb69ee;( +++ );( A );Escherichia coli;2.41;Escherichia coli;2.41;
a8966029-f1d7-4d31-af6f-70d0acd0b8ac;( - );( C );no peaks found;<0;no peaks found;<0;
aa95b117-dc8b-425e-92f1-4fbba36e74ff;( +++ );( A );Escherichia coli;2.41;Escherichia coli;2.4;
c1fef581-181a-446e-bc1c-c7bbb76b7fb2;( ++ );( A );Lactobacillus crispatus;2.06;Lactobacillus crispatus;1.89;
cbeb6d9b-a41d-4205-988d-5a8bfa9d04dd;( +++ );( C );Klebsiella oxytoca;2.46;Klebsiella oxytoca;2.4;
ce181976-ac19-42ed-8102-b950525428b4;( +++ );( A );Streptococcus anginosus;2.39;Streptococcus anginosus;2.38;
d2c202aa-e702-4984-bcd5-df6e9ffc7d1a;( +++ );( A );Lactobacillus rhamnosus;2.52;Lactobacillus rhamnosus;2.45;
d70302c6-7439-44c5-b772-e035039ce6dd;( + );( B );Saccharomyces cerevisiae;1.87;Saccharomyces cerevisiae;1.83;
e2f6c26c-9742-4db6-97ea-51031a1bbc2a;( +++ );( A );MIX!Lactobacillus jensenii;2.32;Lactobacillus jensenii;2.04;
e3c77898-822d-41f4-8f9b-be45bf8beb6e;( +++ );( A );Lactobacillus gasseri;2.41;Lactobacillus gasseri;2.37;
f5424fa1-9019-4858-8766-ba8d82898607;( +++ );( A );Staphylococcus lugdunensis;2.37;Staphylococcus lugdunensis;2.28;
fe910ad2-c86c-48dd-92d1-ce75413c208d;( +++ );( A );Escherichia coli;2.46;Escherichia coli;2.45;
fec8e6d8-05f9-4319-81d4-4cb3463f139d;( +++ );( A );Escherichia coli;2.41;Escherichia coli;2.37;
8c8dd953-7e1f-4c99-982e-c593b8cd6ecc;( +++ );( B );Klebsiella pneumoniae;2.5;Klebsiella pneumoniae;2.49;
e5ffead4-b25f-4641-8f9b-b5bd166d4226;( ++ );( B );Enterobacter ludwigii;2.27;Enterobacter asburiae;2.26;
0e347af8-7a28-43e6-a42c-69ea774216b4;( ++ );( A );Serratia marcescens;2.18;Serratia marcescens;2.04;
0e8ae18d-9db4-4591-ae83-fba81718a13c;( ++ );( A );Candida tropicalis;2.13;Candida tropicalis;2.12;
176b6e55-1109-4d48-b9b8-4ca6b9ca7d8a;( +++ );( A );Staphylococcus aureus;2.32;Staphylococcus aureus;2.27;
191ec123-c83a-44f1-9180-12c1cf8028e7;( ++ );( B );Serratia marcescens;2.21;Serratia marcescens;2.21;
23f5cb97-c412-40d8-892c-7deff3e4875d;( +++ );( A );Klebsiella variicola;2.47;Klebsiella variicola;2.44;
24951e14-9264-4ae0-a056-f9d36d0f5ce1;( ++ );( A );Candida glabrata;2.24;Candida glabrata;2.22;
2ecd4c06-d005-4fba-a5a9-755746fcc1e9;( ++ );( A );Eikenella corrodens;2.19;Eikenella corrodens;1.97;
362a1e6b-76ac-4e28-af2b-dbace9ba08e0;( ++ );( A );Streptococcus anginosus;2.08;Streptococcus anginosus;1.96;
4112b913-41c9-4a97-a6da-61a3a4b99723;( +++ );( A );Stenotrophomonas maltophilia;2.38;Stenotrophomonas maltophilia;2.23;
463bf2bc-2a0f-4a41-b9e6-29a28b556deb;( +++ );( A );Serratia marcescens;2.33;Serratia marcescens;2.29;
58ae3bae-88b5-4cf7-9784-d86c435e5b69;( +++ );( B );MIX!Neisseria mucosa;2.45;Neisseria mucosa;2.41;
5abb3615-1465-482f-a71d-9b70c3dfe949;( +++ );( A );Haemophilus influenzae;2.45;Haemophilus influenzae;2.4;
5c493b57-1a53-4380-a07f-778e3c1e848e;( +++ );( A );Escherichia coli;2.45;Escherichia coli;2.37;
5dced9f7-b0c1-4dce-a84a-80e1ae1d89d9;( +++ );( A );Haemophilus haemolyticus;2.43;Haemophilus haemolyticus;2.4;
75e5c5a6-0780-4a3d-9d73-c7e4351ddd06;( +++ );( B );MIX!Haemophilus parahaemolyticus;2.37;Haemophilus parahaemolyticus;2.27;
78be91de-e4ca-43b4-82d4-99e217f88f11;( ++ );( A );Streptococcus constellatus;2.16;Streptococcus constellatus;2.06;
81102c38-ed50-42ac-bfaf-006089c75cb2;( ++ );( A );Pseudomonas aeruginosa;2.24;Pseudomonas aeruginosa;2.21;
852b2ba6-adf5-4d45-8c31-0cfaee82d29e;( +++ );( A );Streptococcus pyogenes;2.37;Streptococcus pyogenes;2.3;
9b782cd8-a943-4109-bbbe-3949b4da4448;( +++ );( A );Haemophilus parainfluenzae;2.3;Haemophilus parainfluenzae;2.24;
9fa33fbc-d990-4662-9e69-96730bd485e1;( +++ );( A );Candida krusei;2.32;Candida krusei;2.14;
b6e62abb-534c-40a9-923c-30e3f7dd039a;( +++ );( B );Klebsiella pneumoniae;2.47;Klebsiella pneumoniae;2.43;
b91f2be9-c073-4370-aef5-4c01f391b4a1;( +++ );( A );Staphylococcus aureus;2.35;Staphylococcus aureus;2.28;
d31e0ad2-6756-40c4-9e5d-b4af9a0aae57;( +++ );( B );Enterobacter cloacae;2.32;Enterobacter cloacae;2.21;
ddcd1e7f-bce3-4df5-8e49-ef0eb291f837;( ++ );( B );Serratia marcescens;2.14;Serratia marcescens;2.12;
f1ff113b-a8d3-4817-a38d-ff383fffc49b;( ++ );( A );Lactococcus garvieae;2.22;Lactococcus garvieae;2.16;
ff7b0e69-3397-40b0-bdff-0b7a57e1c601;( +++ );( A );Streptococcus constellatus;2.4;Streptococcus constellatus;2.14;
ff9c4fb8-9153-4ebc-8058-c93a4d1e099a;( ++ );( B );Serratia marcescens;2.16;Serratia marcescens;2.14;
3e3e5bec-bde5-4f63-94d7-1e6af1e2cd0d;( +++ );( A );Enterococcus faecalis;2.47;Enterococcus faecalis;2.42;
3f10bfad-40a8-456d-b68f-cbd8fc6025db;( +++ );( A );Enterococcus faecalis;2.54;Enterococcus faecalis;2.47;
7533fe3d-5e2c-42f0-98b8-65ef06c193f5;( +++ );( A );Enterococcus faecalis;2.52;Enterococcus faecalis;2.46;
e23860c1-68f1-43ef-9f72-5461d7b10fe7;( +++ );( A );Enterococcus faecalis;2.41;Enterococcus faecalis;2.41;
0344d28f-3e28-485e-9848-5a1b6f68b492;( +++ );( A );Campylobacter jejuni;2.41;Campylobacter jejuni;2.33;
16b34c92-4a38-4ca7-b862-f1b12e3b5572;( +++ );( A );Campylobacter jejuni;2.4;Campylobacter jejuni;2.32;
195b7e7a-540b-48ff-bbad-347b07ac23ae;( ++ );( A );Staphylococcus epidermidis;2.27;Staphylococcus epidermidis;2.26;
26b99ace-87db-4b9e-b1f1-fb5cb2b0f2ec;( +++ );( C );MIX!Corynebacterium propinquum;2.49;Corynebacterium propinquum;2.38;
297766fb-082b-4fe0-acf5-70f78f4a7853;( +++ );( A );Staphylococcus haemolyticus;2.3;Staphylococcus haemolyticus;2.18;
41b9d347-7fd8-4de6-a8bf-de4c5639965d;( +++ );( A );Candida krusei;2.33;Candida krusei;2.28;
461fa116-2d42-4317-ab94-c097ded912ab;( ++ );( A );Staphylococcus epidermidis;2.25;Staphylococcus epidermidis;2.24;
59f705a9-f028-4ba6-ac57-9ba4cc3cce3a;( ++ );( A );Staphylococcus epidermidis;2.2;Staphylococcus epidermidis;2.1;
69bed002-253e-4f4e-b4de-081206e9f5c2;( +++ );( B );Citrobacter sedlakii;2.45;Citrobacter sedlakii;2.39;
6e068689-e1a5-40e3-b835-4dd5ad795a4a;( +++ );( A );Campylobacter jejuni;2.38;Campylobacter jejuni;2.35;
7110e8be-c6fa-4a06-b79d-4eaf1306166c;( +++ );( B );Klebsiella pneumoniae;2.5;Klebsiella pneumoniae;2.48;
76ccfece-ac73-4d96-b71c-396bab3bc05d;( +++ );( A );Campylobacter jejuni;2.4;Campylobacter jejuni;2.31;
405ece29-bc6d-4e4b-9fd6-0b86238f863b;( +++ );( A );Escherichia coli;2.41;Escherichia coli;2.4;
789089fb-a6ef-4957-8889-5b1fcf33a413;( ++ );( A );Staphylococcus epidermidis;2.2;Staphylococcus epidermidis;2.15;
86bf0649-9c72-4815-a867-4b68a2086d02;( +++ );( B );Klebsiella pneumoniae;2.43;Klebsiella pneumoniae;2.42;
9e3001f5-abb8-471d-8162-a462183657ec;( +++ );( A );Escherichia coli;2.37;Escherichia coli;2.31;
a0646ce3-d194-4a0d-8820-c9ff4c62d248;( +++ );( A );Staphylococcus aureus;2.42;Staphylococcus aureus;2.41;
c263e973-7712-4dbd-a44a-ce9a26f90922;( +++ );( A );Escherichia coli;2.43;Escherichia coli;2.41;
c6319b5c-e254-472d-9cd1-743a3c5ca3a8;( +++ );( A );Escherichia coli;2.48;Escherichia coli;2.31;
cc0d8ab9-13fd-470a-a5b6-ffc05e1e276a;( +++ );( A );Enterococcus faecium;2.5;Enterococcus faecium;2.44;
d11207cb-8010-4ef6-bd5a-c9f9f3ede0ae;( ++ );( A );Staphylococcus haemolyticus;2.26;Staphylococcus haemolyticus;2.23;
d7727cd1-01a9-43fb-b17a-b4fc185904d8;( +++ );( A );Escherichia coli;2.44;Escherichia coli;2.42;
165cde31-ff9f-4f03-9662-2e1995dc85ba;( +++ );( B );Klebsiella pneumoniae;2.42;Klebsiella pneumoniae;2.33;
317ac39a-97a3-4599-aad0-57c3f66caa2a;( +++ );( B );MIX!Klebsiella pneumoniae;2.52;Klebsiella pneumoniae;2.4;
3f00c5b8-83d1-4b1f-b2f3-88f7ec442095;( +++ );( A );Escherichia coli;2.4;Escherichia coli;2.37;
448c9459-18ff-49ac-b732-fcebe9afeabe;( ++ );( A );Staphylococcus haemolyticus;2;Staphylococcus haemolyticus;1.94;
5250ab96-3742-455b-bc31-5d4fd6ca5412;( +++ );( A );Enterococcus faecalis;2.51;Enterococcus faecalis;2.47;
f5286527-a8bb-4445-9bbc-96bf8496f3b6;( ++ );( A );Neisseria cinerea;2.28;Neisseria cinerea;2.24;
6518f504-2eb4-48b7-bb8c-b13fb5209d55;( +++ );( A );Enterococcus faecalis;2.52;Enterococcus faecalis;2.45;
72ae46e4-e14d-49d6-95e6-dc3ad0318a7c;( ++ );( A );Staphylococcus epidermidis;2.02;Staphylococcus epidermidis;1.92;
b1240b8a-6527-4930-a009-b106f8d68681;( ++ );( A );Streptococcus lutetiensis;2.07;Streptococcus lutetiensis;1.93;
c3518661-bd54-47ba-a750-5c4f40f0d893;( ++ );( A );Streptococcus lutetiensis;2.03;Streptococcus equinus;1.99;
d1c80b0e-b37a-4d44-bac2-9e02c2575e48;( ++ );( A );Staphylococcus epidermidis;2.07;Staphylococcus epidermidis;1.94;
d70df2b2-5c44-4b03-b2ae-47d4b8b3b354;( +++ );( A );Escherichia coli;2.39;Escherichia coli;2.36;
